Year,Host City,Host Country,Country,Continent,Country Code,Participants,Notes,,,
1996,Atlanta,United States,Djibouti,Africa,DJI,5,,,,
1996,Atlanta,United States,Equatorial Guinea,Africa,GNQ,5,,,,
1996,Atlanta,United States,Grenada,North America,GRD,5,,,,
1996,Atlanta,United States,Guinea,Africa,GIN,5,,,,
1996,Atlanta,United States,Jordan,Asia,JOR,5,,,,
1996,Atlanta,United States,Laos,Asia,LAO,5,,,,
1996,Atlanta,United States,Liberia,Africa,LBR,5,,,,
1996,Atlanta,United States,Libya,Africa,LBY,5,,,,
1996,Atlanta,United States,Samoa,Oceania,WSM,5,,,,
1996,Atlanta,United States,Togo,Africa,TGO,5,,,,
1996,Atlanta,United States,Tonga,Oceania,TON,5,,,,
1996,Atlanta,United States,Dominica,North America,DMA,6,,,,
1996,Atlanta,United States,Luxembourg,Europe,LUX,6,,,,
1996,Atlanta,United States,Maldives,Asia,MDV,6,,,,
1996,Atlanta,United States,Nepal,Asia,NPL,6,,,,
1996,Atlanta,United States,Netherlands Antilles,North America,ANT,6,,,,
1996,Atlanta,United States,Saint Lucia,North America,LCA,6,,,,
1996,Atlanta,United States,Swaziland,Africa,SWZ,6,,,,
1996,Atlanta,United States,Vietnam,Asia,VNM,6,,,,
1996,Atlanta,United States,Albania,Europe,ALB,7,,,,
1996,Atlanta,United States,American Samoa,Oceania,ASM,7,,,,
1996,Atlanta,United States,Botswana,Africa,BWA,7,,,,
1996,Atlanta,United States,British Virgin Islands,North America,VGB,7,,,,
1996,Atlanta,United States,Burundi,Africa,BDI,7,,,,
1996,Atlanta,United States,El Salvador,North America,SLV,7,,,,
1996,Atlanta,United States,Gabon,Africa,GAB,7,,,,
1996,Atlanta,United States,Guyana,South America,GUY,7,,,,
1996,Atlanta,United States,Haiti,North America,HTI,7,,,,
1996,Atlanta,United States,Honduras,North America,HND,7,,,,
1996,Atlanta,United States,Malta,Europe,MLT,7,,,,
1996,Atlanta,United States,Panama,North America,PAN,7,,,,
1996,Atlanta,United States,Paraguay,South America,PRY,7,,,,
1996,Atlanta,United States,Suriname,South America,SUR,7,,,,
1996,Atlanta,United States,Syria,Asia,SYR,7,,,,
1996,Atlanta,United States,Tanzania,Africa,TZA,7,,,,
1996,Atlanta,United States,Turkmenistan,Asia,TKM,7,,,,
1996,Atlanta,United States,Andorra,Europe,AND,8,,,,
1996,Atlanta,United States,Bolivia,South America,BOL,8,,,,
1996,Atlanta,United States,Guam,Oceania,GUM,8,,,,
1996,Atlanta,United States,Namibia,Africa,NAM,8,,,,
1996,Atlanta,United States,Saint Vincent and the Grenadines,North America,VCT,8,,,,
1996,Atlanta,United States,Tajikistan,Asia,TJK,8,,,,
1996,Atlanta,United States,Zambia,Africa,ZMB,8,,,,
1996,Atlanta,United States,Bermuda,North America,BMU,9,,,,
1996,Atlanta,United States,Bosnia and Herzegovina,Europe,BIH,9,,,,
1996,Atlanta,United States,Cayman Islands,North America,CYM,9,,,,
1996,Atlanta,United States,Iceland,Europe,ISL,9,,,,
1996,Atlanta,United States,Lesotho,Africa,LSO,9,,,,
1996,Atlanta,United States,Seychelles,Africa,SYC,9,,,,
1996,Atlanta,United States,Sri Lanka,Asia,LKA,9,,,,
1996,Atlanta,United States,Gambia,Africa,WAG,9,,,,
1996,Atlanta,United States,Saint Kitts and Nevis,North America,KNA,10,,,,
1996,Atlanta,United States,Uganda,Africa,UGA,10,,,,
1996,Atlanta,United States,Ivory Coast,Africa,CIV,11,,,,
1996,Atlanta,United States,Macedonia,Europe,MKD,11,,,,
1996,Atlanta,United States,Madagascar,Africa,MDG,11,,,,
1996,Atlanta,United States,Papua New Guinea,Oceania,PNG,11,,,,
1996,Atlanta,United States,Senegal,Africa,SEN,11,,,,
1996,Atlanta,United States,Philippines,Asia,PHL,12,,,,
1996,Atlanta,United States,Qatar,Asia,QAT,12,,,,
1996,Atlanta,United States,Trinidad and Tobago,North America,TTO,12,,,,
1996,Atlanta,United States,Virgin Islands,North America,VGB,12,,,,
1996,Atlanta,United States,Antigua and Barbuda,North America,ATG,13,,,,
1996,Atlanta,United States,Barbados,North America,BRB,13,,,,
1996,Atlanta,United States,Zimbabwe,Africa,ZWE,13,,,,
1996,Atlanta,United States,Sierra Leone,Africa,SLE,14,,,,
1996,Atlanta,United States,Singapore,Asia,SGP,14,,,,
1996,Atlanta,United States,Uruguay,South America,URY,14,,,,
1996,Atlanta,United States,Zaire,Africa,ZAR,14,,,,
1996,Atlanta,United States,Cameroon,Africa,CMR,15,,,,
1996,Atlanta,United States,Dominican Republic,North America,DOM,16,,,,
1996,Atlanta,United States,Mongolia,Asia,MNG,16,,,,
1996,Atlanta,United States,Cyprus,Europe,CYP,17,,,,
1996,Atlanta,United States,Fiji,Oceania,FJI,17,,,,
1996,Atlanta,United States,Ethiopia,Africa,ETH,18,,,,
1996,Atlanta,United States,Iran,Asia,IRN,18,,,,
1996,Atlanta,United States,Ecuador,South America,ECU,19,,,,
1996,Atlanta,United States,Chile,South America,CHL,21,,,,
1996,Atlanta,United States,Azerbaijan,Europe,AZE,23,,,,
1996,Atlanta,United States,Hong Kong,Asia,HKG,23,,,,
1996,Atlanta,United States,North Korea,Asia,PRK,24,,,,
1996,Atlanta,United States,Pakistan,Asia,PAK,24,,,,
1996,Atlanta,United States,Israel,Asia,ISR,25,,,,
1996,Atlanta,United States,Kuwait,Asia,KWT,25,,,,
1996,Atlanta,United States,Bahamas,North America,BHS,26,,,,
1996,Atlanta,United States,Guatemala,North America,GTM,26,,,,
1996,Atlanta,United States,Mauritius,Africa,MUS,26,,,,
1996,Atlanta,United States,Nicaragua,North America,NIC,26,,,,
1996,Atlanta,United States,Angola,Africa,AGO,28,,,,
1996,Atlanta,United States,Egypt,Africa,EGY,29,,,,
1996,Atlanta,United States,Peru,South America,PER,29,,,,
1996,Atlanta,United States,Saudi Arabia,Asia,SAU,29,,,,
1996,Atlanta,United States,Armenia,Europe,ARM,32,,,,
1996,Atlanta,United States,Kyrgyzstan,Asia,KGZ,33,,,,
1996,Atlanta,United States,Georgia,Europe,GEO,34,,,,
1996,Atlanta,United States,Morocco,Africa,MAR,34,,,,
1996,Atlanta,United States,Ghana,Africa,GHA,35,,,,
1996,Atlanta,United States,Malaysia,Asia,MYS,35,,,,
1996,Atlanta,United States,Slovenia,Europe,SVN,37,,,,
1996,Atlanta,United States,Thailand,Asia,THA,37,,,,
1996,Atlanta,United States,Venezuela,South America,VEN,39,,,,
1996,Atlanta,United States,Indonesia,Asia,IDN,40,,,,
1996,Atlanta,United States,Moldova,Europe,MDA,40,,,,
1996,Atlanta,United States,Estonia,Europe,EST,43,,,,
1996,Atlanta,United States,Algeria,Africa,DZA,45,,,,
1996,Atlanta,United States,Jamaica,North America,JAM,45,,,,
1996,Atlanta,United States,Colombia,South America,COL,48,,,,
1996,Atlanta,United States,Latvia,Europe,LVA,48,,,,
1996,Atlanta,United States,Costa Rica,North America,CRI,49,,,,
1996,Atlanta,United States,India,Asia,IND,49,,,,
1996,Atlanta,United States,Tunisia,Africa,TUN,51,,,,
1996,Atlanta,United States,Kenya,Africa,KEN,52,,,,
1996,Atlanta,United States,Turkey,Asia,TUR,53,,,,
1996,Atlanta,United States,Belgium,Europe,BEL,61,,,,
1996,Atlanta,United States,Lithuania,Europe,LTU,61,,,,
1996,Atlanta,United States,Nigeria,Africa,NGA,65,,,,
1996,Atlanta,United States,Yugoslavia,Europe,MKD,68,,,,
1996,Atlanta,United States,Puerto Rico,North America,PRI,69,,,,
1996,Atlanta,United States,Slovakia,Europe,SVK,71,,,,
1996,Atlanta,United States,Uzbekistan,Asia,UZB,71,,,,
1996,Atlanta,United States,Austria,Europe,AUT,72,,,,
1996,Atlanta,United States,Taiwan,Asia,TWN,74,,,,
1996,Atlanta,United States,Finland,Europe,FIN,76,,,,
1996,Atlanta,United States,Ireland,Europe,IRL,78,,,,
1996,Atlanta,United States,Croatia,Europe,HRV,84,,,,
1996,Atlanta,United States,South Africa,Africa,ZAF,84,,,,
1996,Atlanta,United States,Kazakhstan,Asia,KAZ,96,,,,
1996,Atlanta,United States,Mexico,North America,MEX,97,,,,
1996,Atlanta,United States,New Zealand,Oceania,NZL,97,,,,
1996,Atlanta,United States,Norway,Europe,NOR,98,,,,
1996,Atlanta,United States,Portugal,Europe,PRT,106,,,,
1996,Atlanta,United States,Bulgaria,Europe,BGR,110,,,,
1996,Atlanta,United States,Switzerland,Europe,CHE,114,,,,
1996,Atlanta,United States,Czech Republic,Europe,CZE,115,,,,
1996,Atlanta,United States,Denmark,Europe,DNK,119,,,,
1996,Atlanta,United States,Greece,Europe,GRC,121,,,,
1996,Atlanta,United States,Belarus,Europe,BLR,157,,,,
1996,Atlanta,United States,Cuba,North America,CUB,164,,,,
1996,Atlanta,United States,Poland,Europe,POL,165,,,,
1996,Atlanta,United States,Romania,Europe,ROU,165,,,,
1996,Atlanta,United States,Sweden,Europe,SWE,177,,,,
1996,Atlanta,United States,Argentina,South America,ARG,178,,,,
1996,Atlanta,United States,Hungary,Europe,HUN,214,,,,
1996,Atlanta,United States,Brazil,South America,BRA,225,,,,
1996,Atlanta,United States,Ukraine,Europe,UKR,231,,,,
1996,Atlanta,United States,Netherlands,Europe,NLD,235,,,,
1996,Atlanta,United States,China,Asia,CHN,294,,,,
1996,Atlanta,United States,Spain,Europe,ESP,294,,,,
1996,Atlanta,United States,France,Europe,FRA,299,,,,
1996,Atlanta,United States,Great Britain,Europe,GBR,300,,,,
1996,Atlanta,United States,South Korea,Asia,KOR,300,,,,
1996,Atlanta,United States,Canada,North America,CAN,303,,,,
1996,Atlanta,United States,Japan,Asia,JPN,306,,,,
1996,Atlanta,United States,Italy,Europe,ITA,346,,,,
1996,Atlanta,United States,Russia,Europe,RUS,390,,,,
1996,Atlanta,United States,Australia,Oceania,AUS,424,,,,
1996,Atlanta,United States,Germany,Europe,DEU,465,,,,
1996,Atlanta,United States,United States,North America,USA,646,,,,
2000,Sydney,Australia,British Virgin Islands,North America,VGB,1,,,,
2000,Sydney,Australia,Brunei,Asia,BRU,1,,,,
2000,Sydney,Australia,Belize,North America,BLZ,2,,,,
2000,Sydney,Australia,Bhutan,Asia,BTN,2,,,,
2000,Sydney,Australia,Burkina Faso,Africa,BFA,2,,,,
2000,Sydney,Australia,Cape Verde,Africa,CPV,2,,,,
2000,Sydney,Australia,Chad,Africa,TCD,2,,,,
2000,Sydney,Australia,Comoros,Africa,COM,2,,,,
2000,Sydney,Australia,Djibouti,Africa,DJI,2,,,,
2000,Sydney,Australia,Liechtenstein,Europe,LIE,2,,,,
2000,Sydney,Australia,Malawi,Africa,MWI,2,,,,
2000,Sydney,Australia,Mauritania,Africa,MRT,2,,,,
2000,Sydney,Australia,Nauru,Oceania,NRU,2,,,,
2000,Sydney,Australia,Palestine,Asia,PSE,2,,,,
2000,Sydney,Australia,Sao Tome and Principe,Africa,STP,2,,,,
2000,Sydney,Australia,Saint Kitts and Nevis,North America,KNA,2,,,,
2000,Sydney,Australia,Solomon Islands,Oceania,SLB,2,,,,
2000,Sydney,Australia,Somalia,Africa,SOM,2,,,,
2000,Sydney,Australia,Gambia,Africa,WAG,2,,,,
2000,Sydney,Australia,Yemen,Asia,YEM,2,,,,
2000,Sydney,Australia,Antigua and Barbuda,North America,ATG,3,,,,
2000,Sydney,Australia,Cayman Islands,North America,CYM,3,,,,
2000,Sydney,Australia,Central African Republic,Africa,RCA,3,,,,
2000,Sydney,Australia,Cook Islands,Oceania,COK,3,,,,
2000,Sydney,Australia,DR Congo,Africa,COD,3,,,,
2000,Sydney,Australia,Eritrea,Africa,ERI,3,,,,
2000,Sydney,Australia,Grenada,North America,GRD,3,,,,
2000,Sydney,Australia,Guinea-Bissau,Africa,GNB,3,,,,
2000,Sydney,Australia,Laos,Asia,LAO,3,,,,
2000,Sydney,Australia,Libya,Africa,LBY,3,,,,
2000,Sydney,Australia,Sierra Leone,Africa,SLE,3,,,,
2000,Sydney,Australia,Sudan,Africa,SDN,3,,,,
2000,Sydney,Australia,Togo,Africa,TGO,3,,,,
2000,Sydney,Australia,Tonga,Oceania,TON,3,,,,
2000,Sydney,Australia,Vanuatu,Oceania,VUT,3,,,,
2000,Sydney,Australia,Bahrain,Asia,BHR,4,,,,
2000,Sydney,Australia,Bangladesh,Asia,BGD,4,,,,
2000,Sydney,Australia,Benin,Africa,BEN,4,,,,
2000,Sydney,Australia,Cambodia,Asia,KHM,4,,,,
2000,Sydney,Australia,Congo,Africa,COG,4,,,,
2000,Sydney,Australia,Dominica,North America,DMA,4,,,,
2000,Sydney,Australia,Equatorial Guinea,Africa,GNQ,4,,,,
2000,Sydney,Australia,Guyana,South America,GUY,4,,,,
2000,Sydney,Australia,Iraq,Asia,IRQ,4,,,,
2000,Sydney,Australia,Maldives,Asia,MDV,4,,,,
2000,Sydney,Australia,Monaco,Europe,MCO,4,,,,
2000,Sydney,Australia,Niger,Africa,NER,4,,,,
2000,Sydney,Australia,Saint Vincent and the Grenadines,North America,VCT,4,,,,
2000,Sydney,Australia,San Marino,Europe,SMR,4,,,,
2000,Sydney,Australia,Suriname,South America,SUR,4,,,,
2000,Sydney,Australia,Tajikistan,Asia,TJK,4,,,,
2000,Sydney,Australia,Tanzania,Africa,TZA,4,,,,
2000,Sydney,Australia,United Arab Emirates,Asia,ARE,4,,,,
2000,Sydney,Australia,Albania,Europe,ALB,5,,,,
2000,Sydney,Australia,American Samoa,Oceania,ASM,5,,,,
2000,Sydney,Australia,Andorra,Europe,AND,5,,,,
2000,Sydney,Australia,Aruba,North America,ABW,5,,,,
2000,Sydney,Australia,Bolivia,South America,BOL,5,,,,
2000,Sydney,Australia,Federated States of Micronesia,Oceania,FSM,5,,,,
2000,Sydney,Australia,Gabon,Africa,GAB,5,,,,
2000,Sydney,Australia,Haiti,North America,HTI,5,,,,
2000,Sydney,Australia,Mali,Africa,MLI,5,,,,
2000,Sydney,Australia,Mozambique,Africa,MOZ,5,,,,
2000,Sydney,Australia,Nepal,Asia,NPL,5,,,,
2000,Sydney,Australia,Palau,Oceania,PLW,5,,,,
2000,Sydney,Australia,Papua New Guinea,Oceania,PNG,5,,,,
2000,Sydney,Australia,Paraguay,South America,PRY,5,,,,
2000,Sydney,Australia,Rwanda,Africa,RWA,5,,,,
2000,Sydney,Australia,Saint Lucia,North America,LCA,5,,,,
2000,Sydney,Australia,Samoa,Oceania,WSM,5,,,,
2000,Sydney,Australia,Bermuda,North America,BMU,6,,,,
2000,Sydney,Australia,Burundi,Africa,BDI,6,,,,
2000,Sydney,Australia,Guinea,Africa,GIN,6,,,,
2000,Sydney,Australia,Lebanon,Asia,LBN,6,,,,
2000,Sydney,Australia,Lesotho,Africa,LSO,6,,,,
2000,Sydney,Australia,Nicaragua,North America,NIC,6,,,,
2000,Sydney,Australia,Oman,Asia,OMN,6,,,,
2000,Sydney,Australia,Panama,North America,PAN,6,,,,
2000,Sydney,Australia,Swaziland,Africa,SWZ,6,,,,
2000,Sydney,Australia,Botswana,Africa,BWA,7,,,,
2000,Sydney,Australia,Costa Rica,North America,CRI,7,,,,
2000,Sydney,Australia,Fiji,Oceania,FJI,7,,,,
2000,Sydney,Australia,Guam,Oceania,GUM,7,,,,
2000,Sydney,Australia,Luxembourg,Europe,LUX,7,,,,
2000,Sydney,Australia,Malta,Europe,MLT,7,,,,
2000,Sydney,Australia,Myanmar,Asia,MMR,7,,,,
2000,Sydney,Australia,Netherlands Antilles,North America,ANT,7,,,,
2000,Sydney,Australia,Vietnam,Asia,VNM,7,,,,
2000,Sydney,Australia,El Salvador,North America,SLV,8,,,,
2000,Sydney,Australia,Jordan,Asia,JOR,8,,,,
2000,Sydney,Australia,Liberia,Africa,LBR,8,,,,
2000,Sydney,Australia,Macedonia,Europe,MKD,8,,,,
2000,Sydney,Australia,Syria,Asia,SYR,8,,,,
2000,Sydney,Australia,Turkmenistan,Asia,TKM,8,,,,
2000,Sydney,Australia,Zambia,Africa,ZMB,8,,,,
2000,Sydney,Australia,Bosnia and Herzegovina,Europe,BIH,9,,,,
2000,Sydney,Australia,Seychelles,Africa,SYC,9,,,,
2000,Sydney,Australia,Virgin Islands,North America,VGB,9,,,,
2000,Sydney,Australia,Ecuador,South America,ECU,10,,,,
2000,Sydney,Australia,Madagascar,Africa,MDG,11,,,,
2000,Sydney,Australia,Namibia,Africa,NAM,12,,,,
2000,Sydney,Australia,Dominican Republic,North America,DOM,13,,,,
2000,Sydney,Australia,Uganda,Africa,UGA,13,,,,
2000,Sydney,Australia,Ivory Coast,Africa,CIV,14,,,,
2000,Sydney,Australia,Singapore,Asia,SGP,14,,,,
2000,Sydney,Australia,Uruguay,South America,URY,14,,,,
2000,Sydney,Australia,Guatemala,North America,GTM,15,,,,
2000,Sydney,Australia,Zimbabwe,Africa,ZWE,16,,,,
2000,Sydney,Australia,Qatar,Asia,QAT,17,,,,
2000,Sydney,Australia,Barbados,North America,BRB,18,,,,
2000,Sydney,Australia,Iceland,Europe,ISL,18,,,,
2000,Sydney,Australia,Kyrgyzstan,Asia,KGZ,18,,,,
2000,Sydney,Australia,Sri Lanka,Asia,LKA,18,,,,
2000,Sydney,Australia,Trinidad and Tobago,North America,TTO,19,,,,
2000,Sydney,Australia,Honduras,North America,HND,20,,,,
2000,Sydney,Australia,Mauritius,Africa,MUS,20,,,,
2000,Sydney,Australia,Mongolia,Asia,MNG,20,,,,
2000,Sydney,Australia,Peru,South America,PER,21,,,,
2000,Sydney,Australia,Philippines,Asia,PHL,21,,,,
2000,Sydney,Australia,Cyprus,Europe,CYP,22,,,,
2000,Sydney,Australia,Ghana,Africa,GHA,22,,,,
2000,Sydney,Australia,Armenia,Europe,ARM,25,,,,
2000,Sydney,Australia,Bahamas,North America,BHS,25,,,,
2000,Sydney,Australia,Ethiopia,Africa,ETH,26,,,,
2000,Sydney,Australia,Pakistan,Asia,PAK,26,,,,
2000,Sydney,Australia,Senegal,Africa,SEN,26,,,,
2000,Sydney,Australia,Azerbaijan,Europe,AZE,29,,,,
2000,Sydney,Australia,Kuwait,Asia,KWT,29,,,,
2000,Sydney,Australia,Puerto Rico,North America,PRI,29,,,,
2000,Sydney,Australia,Angola,Africa,AGO,30,,,,
2000,Sydney,Australia,Hong Kong,Asia,HKG,31,,,,
2000,Sydney,Australia,North Korea,Asia,PRK,31,,,,
2000,Sydney,Australia,Estonia,Europe,EST,33,,,,
2000,Sydney,Australia,Cameroon,Africa,CMR,34,,,,
2000,Sydney,Australia,Moldova,Europe,MDA,34,,,,
2000,Sydney,Australia,Iran,Asia,IRN,35,,,,
2000,Sydney,Australia,Georgia,Europe,GEO,36,,,,
2000,Sydney,Australia,Israel,Asia,ISR,39,,,,
2000,Sydney,Australia,Malaysia,Asia,MYS,40,,,,
2000,Sydney,Australia,Colombia,South America,COL,44,,,,
2000,Sydney,Australia,Latvia,Europe,LVA,45,,,,
2000,Sydney,Australia,Algeria,Africa,DZA,47,,,,
2000,Sydney,Australia,Indonesia,Asia,IDN,47,,,,
2000,Sydney,Australia,Tunisia,Africa,TUN,47,,,,
2000,Sydney,Australia,Jamaica,North America,JAM,48,,,,
2000,Sydney,Australia,Chile,South America,CHL,50,,,,
2000,Sydney,Australia,Venezuela,South America,VEN,50,,,,
2000,Sydney,Australia,Thailand,Asia,THA,52,,,,
2000,Sydney,Australia,Morocco,Africa,MAR,55,,,,
2000,Sydney,Australia,Kenya,Africa,KEN,56,,,,
2000,Sydney,Australia,Turkey,Asia,TUR,57,,,,
2000,Sydney,Australia,Lithuania,Europe,LTU,61,,,,
2000,Sydney,Australia,Portugal,Europe,PRT,62,,,,
2000,Sydney,Australia,Ireland,Europe,IRL,64,,,,
2000,Sydney,Australia,India,Asia,IND,65,,,,
2000,Sydney,Australia,Belgium,Europe,BEL,68,,,,
2000,Sydney,Australia,Finland,Europe,FIN,70,,,,
2000,Sydney,Australia,Uzbekistan,Asia,UZB,70,,,,
2000,Sydney,Australia,Taiwan,Asia,TWN,74,,,,
2000,Sydney,Australia,Slovenia,Europe,SVN,74,,,,
2000,Sydney,Australia,Saudi Arabia,Asia,SAU,77,,,,
2000,Sydney,Australia,Mexico,North America,MEX,78,,,,
2000,Sydney,Australia,Nigeria,Africa,NGA,83,,,,
2000,Sydney,Australia,Croatia,Europe,HRV,88,,,,
2000,Sydney,Australia,Egypt,Africa,EGY,89,,,,
2000,Sydney,Australia,Bulgaria,Europe,BGR,91,,,,
2000,Sydney,Australia,Austria,Europe,AUT,92,,,,
2000,Sydney,Australia,Norway,Europe,NOR,95,,,,
2000,Sydney,Australia,Denmark,Europe,DNK,97,,,,
2000,Sydney,Australia,Switzerland,Europe,CHE,105,,,,
2000,Sydney,Australia,Yugoslavia,Europe,MKD,111,,,,
2000,Sydney,Australia,Slovakia,Europe,SVK,114,,,,
2000,Sydney,Australia,Czech Republic,Europe,CZE,119,,,,
2000,Sydney,Australia,South Africa,Africa,ZAF,127,,,,
2000,Sydney,Australia,Kazakhstan,Asia,KAZ,130,,,,
2000,Sydney,Australia,Belarus,Europe,BLR,139,,,,
2000,Sydney,Australia,Greece,Europe,GRC,140,,,,
2000,Sydney,Australia,Argentina,South America,ARG,143,,,,
2000,Sydney,Australia,Romania,Europe,ROU,145,,,,
2000,Sydney,Australia,Sweden,Europe,SWE,149,,,,
2000,Sydney,Australia,New Zealand,Oceania,NZL,151,,,,
2000,Sydney,Australia,Hungary,Europe,HUN,178,,,,
2000,Sydney,Australia,Poland,Europe,POL,187,,,,
2000,Sydney,Australia,Brazil,South America,BRA,205,,,,
2000,Sydney,Australia,Cuba,North America,CUB,229,,,,
2000,Sydney,Australia,Ukraine,Europe,UKR,230,,,,
2000,Sydney,Australia,Netherlands,Europe,NLD,243,,,,
2000,Sydney,Australia,Japan,Asia,JPN,266,,,,
2000,Sydney,Australia,China,Asia,CHN,271,,,,
2000,Sydney,Australia,South Korea,Asia,KOR,281,,,,
2000,Sydney,Australia,Canada,North America,CAN,294,,,,
2000,Sydney,Australia,Spain,Europe,ESP,326,,,,
2000,Sydney,Australia,Great Britain,Europe,GBR,332,,,,
2000,Sydney,Australia,France,Europe,FRA,336,,,,
2000,Sydney,Australia,Italy,Europe,ITA,361,,,,
2000,Sydney,Australia,Germany,Europe,DEU,422,,,,
2000,Sydney,Australia,Russia,Europe,RUS,435,,,,
2000,Sydney,Australia,United States,North America,USA,586,,,,
2000,Sydney,Australia,Australia,Oceania,AUS,632,,,,
2000,Sydney,Australia,Afghanistan,Asia,AFG,,Banned from the Games this year due to extremist rule of the Taliban's oppression of women and prohibition of sports,,,
2004,Athens,Greece,Djibouti,Africa,DJI,1,,,,
2004,Athens,Greece,British Virgin Islands,North America,VGB,1,,,,
2004,Athens,Greece,Brunei,Asia,BRU,1,,,,
2004,Athens,Greece,Liechtenstein,Europe,LIE,1,,,,
2004,Athens,Greece,Belize,North America,BLZ,2,,,,
2004,Athens,Greece,Bhutan,Asia,BTN,2,,,,
2004,Athens,Greece,Chad,Africa,TCD,2,,,,
2004,Athens,Greece,Dominica,North America,DMA,2,,,,
2004,Athens,Greece,Equatorial Guinea,Africa,GNQ,2,,,,
2004,Athens,Greece,Liberia,Africa,LBR,2,,,,
2004,Athens,Greece,Mauritania,Africa,MRT,2,,,,
2004,Athens,Greece,Myanmar,Asia,MMR,2,,,,
2004,Athens,Greece,Oman,Asia,OMN,2,,,,
2004,Athens,Greece,Sao Tome and Principe,Africa,STP,2,,,,
2004,Athens,Greece,Saint Kitts and Nevis,North America,KNA,2,,,,
2004,Athens,Greece,Saint Lucia,North America,LCA,2,,,,
2004,Athens,Greece,Sierra Leone,Africa,SLE,2,,,,
2004,Athens,Greece,Solomon Islands,Oceania,SLB,2,,,,
2004,Athens,Greece,Somalia,Africa,SOM,2,,,,
2004,Athens,Greece,Gambia,Africa,WAG,2,,,,
2004,Athens,Greece,Timor-Leste,Asia,TLS,2,,,,
2004,Athens,Greece,Vanuatu,Oceania,VUT,2,,,,
2004,Athens,Greece,Cape Verde,Africa,CPV,3,,,,
2004,Athens,Greece,Comoros,Africa,COM,3,,,,
2004,Athens,Greece,Cook Islands,Oceania,COK,3,,,,
2004,Athens,Greece,Guinea,Africa,GIN,3,,,,
2004,Athens,Greece,Guinea-Bissau,Africa,GNB,3,,,,
2004,Athens,Greece,Kiribati,Oceania,KIR,3,,,,
2004,Athens,Greece,Lesotho,Africa,LSO,3,,,,
2004,Athens,Greece,Monaco,Europe,MCO,3,,,,
2004,Athens,Greece,Nauru,Oceania,NRU,3,,,,
2004,Athens,Greece,Netherlands Antilles,North America,ANT,3,,,,
2004,Athens,Greece,Palestine,Asia,PSE,3,,,,
2004,Athens,Greece,Saint Vincent and the Grenadines,North America,VCT,3,,,,
2004,Athens,Greece,Samoa,Oceania,WSM,3,,,,
2004,Athens,Greece,Swaziland,Africa,SWZ,3,,,,
2004,Athens,Greece,Togo,Africa,TGO,3,,,,
2004,Athens,Greece,Yemen,Asia,YEM,3,,,,
2004,Athens,Greece,Aruba,North America,ABW,4,,,,
2004,Athens,Greece,Bangladesh,Asia,BGD,4,,,,
2004,Athens,Greece,Benin,Africa,BEN,4,,,,
2004,Athens,Greece,Cambodia,Asia,KHM,4,,,,
2004,Athens,Greece,Central African Republic,Africa,RCA,4,,,,
2004,Athens,Greece,DR Congo,Africa,COD,4,,,,
2004,Athens,Greece,Eritrea,Africa,ERI,4,,,,
2004,Athens,Greece,Guam,Oceania,GUM,4,,,,
2004,Athens,Greece,Guyana,South America,GUY,4,,,,
2004,Athens,Greece,Malawi,Africa,MWI,4,,,,
2004,Athens,Greece,Maldives,Asia,MDV,4,,,,
2004,Athens,Greece,Mozambique,Africa,MOZ,4,,,,
2004,Athens,Greece,Niger,Africa,NER,4,,,,
2004,Athens,Greece,Palau,Oceania,PLW,4,,,,
2004,Athens,Greece,Panama,North America,PAN,4,,,,
2004,Athens,Greece,Papua New Guinea,Oceania,PNG,4,,,,
2004,Athens,Greece,Sudan,Africa,SDN,4,,,,
2004,Athens,Greece,Suriname,South America,SUR,4,,,,
2004,Athens,Greece,United Arab Emirates,Asia,ARE,4,,,,
2004,Athens,Greece,Afghanistan,Asia,AFG,5,,,,
2004,Athens,Greece,American Samoa,Oceania,ASM,5,,,,
2004,Athens,Greece,Burkina Faso,Africa,BFA,5,,,,
2004,Athens,Greece,Cayman Islands,North America,CYM,5,,,,
2004,Athens,Greece,Congo,Africa,COG,5,,,,
2004,Athens,Greece,Federated States of Micronesia,Oceania,FSM,5,,,,
2004,Athens,Greece,Grenada,North America,GRD,5,,,,
2004,Athens,Greece,Honduras,North America,HND,5,,,,
2004,Athens,Greece,Ivory Coast,Africa,CIV,5,,,,
2004,Athens,Greece,Laos,Asia,LAO,5,,,,
2004,Athens,Greece,Nicaragua,North America,NIC,5,,,,
2004,Athens,Greece,Rwanda,Africa,RWA,5,,,,
2004,Athens,Greece,San Marino,Europe,SMR,5,,,,
2004,Athens,Greece,Tonga,Oceania,TON,5,,,,
2004,Athens,Greece,Bahrain,Asia,BHR,6,,,,
2004,Athens,Greece,Gabon,Africa,GAB,6,,,,
2004,Athens,Greece,Nepal,Asia,NPL,6,,,,
2004,Athens,Greece,Syria,Asia,SYR,6,,,,
2004,Athens,Greece,Virgin Islands,North America,VGB,6,,,,
2004,Athens,Greece,Zambia,Africa,ZMB,6,,,,
2004,Athens,Greece,Albania,Europe,ALB,7,,,,
2004,Athens,Greece,Bolivia,South America,BOL,7,,,,
2004,Athens,Greece,Burundi,Africa,BDI,7,,,,
2004,Athens,Greece,Malta,Europe,MLT,7,,,,
2004,Athens,Greece,Andorra,Europe,AND,8,,,,
2004,Athens,Greece,El Salvador,North America,SLV,8,,,,
2004,Athens,Greece,Haiti,North America,HTI,8,,,,
